area,baths,beds,latitude,link,longitude,others,postdate,postid,price,title
500,1Ba,0BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-glorious-studio-1-bath-in/6822916227.html,-87.651654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6822916227,$1325,"Glorious Studio, 1 Bath in Lakeview, Available: Now"
500,1Ba,0BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-praiseworthy-studio-1-bath-in/6822914656.html,-87.651654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6822914656,$1375,"Praiseworthy Studio, 1 Bath in Lakeview, Available: Now"
795,1Ba,1BR,41.891232,https://chicago.craigslist.org/chc/apa/d/chicago-one-bedroom-one-bath-a4-style/6828576716.html,-87.611652,"available jan 21,cats are OK - purrr,dogs are OK - wooof,furnished,apartment,no smoking,wheelchair accessible",Feb 26,6828576716,$2270,"One Bedroom, One Bath - A4 Style"
,1Ba,0BR,41.935032,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-floor-plans-and-closets/6828576703.html,-87.675855,,Feb 26,6828576703,$1025,Spacious floor plans and closets!
800,1Ba,1BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1-bedroom-1-bath-in/6822913075.html,-87.651654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6822913075,$1675,"Amazing 1 Bedroom, 1 Bath in Lakeview, Available: Now"
604,1Ba,0BR,41.922900,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-studio-apartment-in/6828555966.html,-87.648300,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg",Feb 26,6828555966,$1708,Brand New Studio Apartment in Old Town
,1Ba,0BR,41.926932,https://chicago.craigslist.org/chc/apa/d/chicago-530-arlignton-in-lincoln-park/6828576745.html,-87.641454,,Feb 26,6828576745,$895,"530 W Arlignton in Lincoln Park-Studio w/All Utilities, Carpet&Laundry"
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-unreal-1-bedroom-1-bath-in/6822902646.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6822902646,$1450,"Unreal 1 Bedroom, 1 Bath in Wrigleyville, Available: 3/1/2019"
500,1Ba,0BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-praiseworthy-studio-1-bath-in/6822911492.html,-87.651654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6822911492,$1325,"Praiseworthy Studio, 1 Bath in Lakeview, Available: Now"
500,1Ba,0BR,41.965331,https://chicago.craigslist.org/chc/apa/d/chicago-unforgettable-studio-1-bath-in/6825123508.html,-87.671156,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825123508,$990,"Unforgettable Studio, 1 Bath in Uptown, Available: 4/1/2019"
500,1Ba,0BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-appealing-studio-1-bath-in/6822909799.html,-87.651654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6822909799,$1375,"Appealing Studio, 1 Bath in Lakeview, Available: Now"
,1Ba,0BR,41.994827,https://chicago.craigslist.org/chc/apa/d/chicago-west-rogers-park-new-ktch-steps/6828576926.html,-87.682770,,Feb 26,6828576926,$835,"West Rogers Park -New Ktch-Steps to Transportation, No Dep* 1Mo Free*"
525,1Ba,1BR,41.941232,https://chicago.craigslist.org/chc/apa/d/chicago-great-location-steps-to-wrigley/6828576918.html,-87.644654,"cats are OK - purrr,apartment,laundry in bldg,off-street parking",Feb 26,6828576918,$1285,Great location. Steps to Wrigley. Updated kitchen/bath.
800,1Ba,1BR,41.934532,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1-bedroom-1-bath-in/6822908686.html,-87.651654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6822908686,$1675,"Amazing 1 Bedroom, 1 Bath in Lakeview, Available: Now"
,1Ba,1BR,41.884529,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-apartment/6828561057.html,-87.624485,,Feb 26,6828561057,$1795,Modern One Bedroom Apartment Available 04/01! Near Millennium Park!
700,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-memorable-1-bedroom-1-bath-in/6822906363.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6822906363,$1315,"Memorable 1 Bedroom, 1 Bath in Wrigleyville, Available: Now"
600,1Ba,0BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-noteworthy-studio-1-bath-in/6822901171.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6822901171,$1195,"Noteworthy Studio, 1 Bath in Wrigleyville, Available: Now"
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-valuable-1-bedroom-1-bath-in/6822899226.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6822899226,$1420,"Valuable 1 Bedroom, 1 Bath in Wrigleyville, Available: Now"
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1-bedroom-1-bath-in/6822896106.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6822896106,$1495,"Amazing 1 Bedroom, 1 Bath in Wrigleyville, Available: 3/1/2019"
,1Ba,2BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-hardwood-floors-roof-deck/6828577157.html,-87.675955,,Feb 26,6828577157,$1722,Hardwood floors! Roof deck!
500,1Ba,0BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-marvelous-studio-1-bath-in/6822897521.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6822897521,$1310,"Marvelous Studio, 1 Bath in Wrigleyville, Available: Now"
500,1Ba,0BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-fabulous-studio-1-bath-in/6808608258.html,-87.675955,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6808608258,$1050,"Fabulous Studio, 1 Bath in Lakeview, Available: Now"
,1Ba,0BR,41.947832,https://chicago.craigslist.org/chc/apa/d/chicago-519-brompton-in-lakeview-studio/6828577304.html,-87.643154,,Feb 26,6828577304,$925,"519 W Brompton in lakeview-Studio Free Heat, HDWD,Laundry"
950,2Ba,2BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-outstanding-2-bedroom-2-bath-in/6808612799.html,-87.675955,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6808612799,$1780,"Outstanding 2 Bedroom, 2 Bath in Lakeview, Available: Now"
950,1Ba,2BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-classic-2-bedroom-1-bath-in/6808618496.html,-87.675955,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6808618496,$1995,"Classic 2 Bedroom, 1 Bath in Lakeview, Available: 3/1/2019"
,1Ba,0BR,41.902085,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-studio-vintage/6818835336.html,-87.633036,,Feb 26,6818835336,$1050,GOLD COAST STUDIO - VINTAGE BUILDING - 1 MO FREE-NO DEPOSIT*
500,1Ba,0BR,41.922900,https://chicago.craigslist.org/chc/apa/d/chicago-bodacious-studio-1-bath-in/6809283846.html,-87.648300,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6809283846,$1075,"Bodacious Studio, 1 Bath in Lincoln Park, Available: 2/1/2019"
1000,1Ba,2BR,41.923832,https://chicago.craigslist.org/chc/apa/d/chicago-extravagantly-appointed-2/6809282131.html,-87.639453,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6809282131,$1725,"Extravagantly Appointed 2 Bedroom, 1 Bath in Lincoln Park, Available: 3/1/2019"
,1Ba,0BR,41.902437,https://chicago.craigslist.org/chc/apa/d/chicago-downtown-studio-vintage-bldg-1/6819606724.html,-87.632618,,Feb 26,6819606724,$1025,DOWNTOWN STUDIO - VINTAGE BLDG - 1 MO FREE-NO DEPOSIT*
500,1Ba,0BR,41.923832,https://chicago.craigslist.org/chc/apa/d/chicago-extraordinary-studio-1-bath-in/6809285814.html,-87.639453,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6809285814,$1065,"Extraordinary Studio, 1 Bath in Lincoln Park, Available: Now"
,1Ba,0BR,41.903300,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-studio-steps-to/6812743527.html,-87.633600,,Feb 26,6812743527,$1000,GOLD COAST STUDIO - STEPS TO DOWNTOWN - 1 MONTH FREE*
500,1Ba,0BR,41.922900,https://chicago.craigslist.org/chc/apa/d/chicago-dog-friendly-studio-1-bath-in/6809287651.html,-87.648300,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6809287651,$965,"Dog Friendly Studio, 1 Bath in Lincoln Park, Available: 3/1/2019"
,1Ba,0BR,41.902022,https://chicago.craigslist.org/chc/apa/d/chicago-near-oak-st-studio-vintage-bldg/6811118278.html,-87.633122,,Feb 26,6811118278,$1045,NEAR OAK ST STUDIO - VINTAGE BLDG - 1 MO FREE-NO DEPOSIT*
800,1Ba,1BR,41.923832,https://chicago.craigslist.org/chc/apa/d/chicago-impressive-1-bedroom-1-bath-in/6809280428.html,-87.639453,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6809280428,$1570,"Impressive 1 Bedroom, 1 Bath in Lincoln Park, Available: 3/1/2019"
,1Ba,0BR,41.902437,https://chicago.craigslist.org/chc/apa/d/chicago-steps-to-michigan-ave-and-oak/6825514154.html,-87.632618,,Feb 26,6825514154,$1000,STEPS TO MICHIGAN AVE AND OAK ST BEACH - STUDIO - 1 MONTH FREE-NO DEP
700,1Ba,1BR,41.947432,https://chicago.craigslist.org/chc/apa/d/chicago-perfected-1-bedroom-1-bath-in/6805790314.html,-87.649754,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6805790314,$1485,"Perfected 1 Bedroom, 1 Bath in Wrigleyville, Available: Now"
,1Ba,0BR,41.860741,https://chicago.craigslist.org/chc/apa/d/chicago-crazy-wow/6828488154.html,-87.622378,,Feb 26,6828488154,$1686,"Crazy WOW Studio,Luxury,Location,Amenities and Views,CTA,MAY"
800,1Ba,1BR,41.970631,https://chicago.craigslist.org/chc/apa/d/chicago-premier-1-bedroom-1-bath-in/6805818590.html,-87.681856,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6805818590,$1495,"Premier 1 Bedroom, 1 Bath in Ravenswood, Available: 3/1/2019"
800,1Ba,1BR,41.970631,https://chicago.craigslist.org/chc/apa/d/chicago-premier-1-bedroom-1-bath-in/6806566671.html,-87.681856,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806566671,$1495,"Premier 1 Bedroom, 1 Bath in Ravenswood, Available: 3/1/2019"
1000,1Ba,2BR,41.970631,https://chicago.craigslist.org/chc/apa/d/chicago-adorable-2-bedroom-1-bath-in/6806597923.html,-87.681856,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806597923,$1705,"Adorable 2 Bedroom, 1 Bath in Ravenswood, Available: Now"
,1Ba,0BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-rogers-park-heat/6828561256.html,-87.662900,,Feb 26,6828561256,$800,Studio in Rogers park Heat included Hardwood floors Walk to red line
1000,1Ba,2BR,41.970631,https://chicago.craigslist.org/chc/apa/d/chicago-appealing-2-bedroom-1-bath-in/6806594682.html,-87.681856,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806594682,$1620,"Appealing 2 Bedroom, 1 Bath in Ravenswood, Available: Now"
1000,1Ba,2BR,41.970631,https://chicago.craigslist.org/chc/apa/d/chicago-recently-remodeled-2-bedroom-1/6806596360.html,-87.681856,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806596360,$1725,"Recently Remodeled 2 Bedroom, 1 Bath in Ravenswood, Available: 3/1/2019"
800,1Ba,1BR,41.941932,https://chicago.craigslist.org/chc/apa/d/chicago-engaging-1-bedroom-1-bath-in/6806604226.html,-87.644754,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806604226,$1400,"Engaging 1 Bedroom, 1 Bath in Lakeview, Available: Now"
800,1Ba,1BR,41.941932,https://chicago.craigslist.org/chc/apa/d/chicago-astounding-1-bedroom-1-bath-in/6806600988.html,-87.644754,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6806600988,$1295,"Astounding 1 Bedroom, 1 Bath in Lakeview, Available: 3/1/2019"
900,1Ba,2BR,41.941932,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-2-bedroom-1-bath-in/6806602408.html,-87.644754,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806602408,$1595,"Awesome 2 Bedroom, 1 Bath in Lakeview, Available: 3/1/2019"
500,1Ba,0BR,41.927132,https://chicago.craigslist.org/chc/apa/d/chicago-outstanding-studio-1-bath-in/6806613246.html,-87.641654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6806613246,$1375,"Outstanding Studio, 1 Bath in Lincoln Park, Available: 3/1/2019"
800,1Ba,1BR,41.927132,https://chicago.craigslist.org/chc/apa/d/chicago-radiant-1-bedroom-1-bath-in/6806617269.html,-87.641654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6806617269,$1725,"Radiant 1 Bedroom, 1 Bath in Lincoln Park, Available: 3/1/2019"
500,1Ba,0BR,41.927132,https://chicago.craigslist.org/chc/apa/d/chicago-beckoning-studio-1-bath-in/6806610264.html,-87.641654,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806610264,$1075,"Beckoning Studio, 1 Bath in Lincoln Park, Available: Now"
500,1Ba,0BR,41.927132,https://chicago.craigslist.org/chc/apa/d/chicago-quality-studio-1-bath-in/6806618648.html,-87.641654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6806618648,$1400,"Quality Studio, 1 Bath in Lincoln Park, Available: 3/1/2019"
500,1Ba,0BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-marvelous-studio-1-bath-in/6806622943.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806622943,$1310,"Marvelous Studio, 1 Bath in Wrigleyville, Available: Now"
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1-bedroom-1-bath-in/6806620920.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806620920,$1495,"Amazing 1 Bedroom, 1 Bath in Wrigleyville, Available: 3/1/2019"
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-valuable-1-bedroom-1-bath-in/6806624620.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806624620,$1420,"Valuable 1 Bedroom, 1 Bath in Wrigleyville, Available: 2/1/2019"
800,1Ba,1BR,41.927132,https://chicago.craigslist.org/chc/apa/d/chicago-valuable-1-bedroom-1-bath-in/6806615424.html,-87.641654,"cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,street parking",Feb 26,6806615424,$1725,"Valuable 1 Bedroom, 1 Bath in Lincoln Park, Available: 3/1/2019"
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-unreal-1-bedroom-1-bath-in/6806630645.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806630645,$1430,"Unreal 1 Bedroom, 1 Bath in Wrigleyville, Available: 3/1/2019"
1000,1Ba,2BR,41.941932,https://chicago.craigslist.org/chc/apa/d/chicago-appealing-2-bedroom-1-bath-in/6806606820.html,-87.644754,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806606820,$1615,"Appealing 2 Bedroom, 1 Bath in Lakeview, Available: 3/1/2019"
600,1Ba,0BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-noteworthy-studio-1-bath-in/6806626180.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806626180,$1195,"Noteworthy Studio, 1 Bath in Wrigleyville, Available: 2/1/2019"
1000,1Ba,1BR,41.961632,https://chicago.craigslist.org/chc/apa/d/chicago-charming-2-bedtop-floorheat/6828579045.html,-87.669456,"available mar 1,cats are OK - purrr,dogs are OK - wooof,apartment,street parking",Feb 26,6828579045,$1300,**CHARMING 2 BED**TOP FLOOR**HEAT INCL**DOG OK**
800,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-unreal-1-bedroom-1-bath-in/6806628367.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806628367,$1450,"Unreal 1 Bedroom, 1 Bath in Wrigleyville, Available: 3/1/2019"
500,1Ba,0BR,41.970731,https://chicago.craigslist.org/chc/apa/d/chicago-valuable-studio-1-bath-in/6825124067.html,-87.679356,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825124067,$994,"Valuable Studio, 1 Bath in Ravenswood, Available: 4/1/2019"
700,1Ba,1BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-memorable-1-bedroom-1-bath-in/6806632305.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806632305,$1315,"Memorable 1 Bedroom, 1 Bath in Wrigleyville, Available: Now"
500,1Ba,0BR,41.959932,https://chicago.craigslist.org/chc/apa/d/chicago-unequaled-studio-1-bath-in/6806634600.html,-87.669455,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6806634600,$1150,"Unequaled Studio, 1 Bath in Wrigleyville, Available: Now"
800,1Ba,1BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-valuable-1-bedroom-1-bath-in/6808634787.html,-87.644654,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6808634787,$1375,"Valuable 1 Bedroom, 1 Bath in Lakeview, Available: 3/1/2019"
800,1Ba,1BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-extraordinary-1-bedroom-1-bath/6808632540.html,-87.644654,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6808632540,$1320,"Extraordinary 1 Bedroom, 1 Bath in Lakeview, Available: Now"
1500,2Ba,3BR,41.745800,https://chicago.craigslist.org/chc/apa/d/chicago-8143-evans-3-1st-floor-3/6824887949.html,-87.605400,"available feb 5,apartment",Feb 26,6824887949,$1100,8143 S Evans #3 (1st Floor) 3 bedroom/ 2 bath
800,1Ba,1BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-spectacular-1-bedroom-1-bath-in/6808637400.html,-87.644654,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6808637400,$1375,"Spectacular 1 Bedroom, 1 Bath in Lakeview, Available: Now"
500,1Ba,0BR,41.965331,https://chicago.craigslist.org/chc/apa/d/chicago-unforgettable-studio-1-bath-in/6825116975.html,-87.671156,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825116975,$990,"Unforgettable Studio, 1 Bath in Uptown, Available: 4/1/2019"
1026,2Ba,2BR,41.745800,https://chicago.craigslist.org/chc/apa/d/chicago-2-bedroom-2-bath-8140-drexel/6824887702.html,-87.605400,"available feb 5,condo,w/d in unit,street parking",Feb 26,6824887702,$1000,2 bedroom/2 bath 8140 S. Drexel 2Bed/2Bath
800,1Ba,1BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-excellent-1-bedroom-1-bath-in/6808629463.html,-87.644654,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6808629463,$1395,"Excellent 1 Bedroom, 1 Bath in Lakeview, Available: 2/1/2019"
,1Ba,3BR,41.741100,https://chicago.craigslist.org/chc/apa/d/chicago-3-bedroom-1-bathroom-lowe-1/6824887369.html,-87.654300,,Feb 26,6824887369,$1000,"3 Bedroom/1 Bathroom - 7629 S Lowe #1 - Chicago, IL - 60620"
700,1Ba,1BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-dynamite-1-bedroom-1-bath-in/6808605299.html,-87.675955,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6808605299,$1295,"Dynamite 1 Bedroom, 1 Bath in Lakeview, Available: 2/1/2019"
500,1Ba,0BR,41.937832,https://chicago.craigslist.org/chc/apa/d/chicago-outstanding-studio-1-bath-in/6808602670.html,-87.675955,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking",Feb 26,6808602670,$1165,"Outstanding Studio, 1 Bath in Lakeview, Available: 3/1/2019"
,,,41.915635,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-studio-apt-in-logan/6812268433.html,-87.702738,,Feb 26,6812268433,$995,Sunny Studio Apt in Logan Square w/ No Sec. Dep. Near 606 Trail
500,1Ba,0BR,41.940132,https://chicago.craigslist.org/chc/apa/d/chicago-sensational-studio-1-bath-in/6825116541.html,-87.649354,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825116541,$990,"Sensational Studio, 1 Bath in Lakeview, Available: 3/1/2019"
640,1Ba,1BR,41.950732,https://chicago.craigslist.org/chc/apa/d/chicago-modern-1-bed-in-roscoe-vilalge/6828579809.html,-87.670355,"available apr 1,cats are OK - purrr,apartment",Feb 26,6828579809,$1625,"☺️☺️Modern 1 Bed in Roscoe Vilalge, W/D and Central Ai"
,0Ba,3BR,41.910254,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-3bd-apt-in-logan/6812278685.html,-87.703416,,Feb 26,6812278685,$1750,Spacious 3BD apt in Logan Square w/ HWF and Patio! By Blue Line!
500,1Ba,0BR,41.970731,https://chicago.craigslist.org/chc/apa/d/chicago-valuable-studio-1-bath-in/6825117527.html,-87.679356,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825117527,$994,"Valuable Studio, 1 Bath in Ravenswood, Available: 4/1/2019"
655,0Ba,1BR,42.019431,https://chicago.craigslist.org/chc/apa/d/evanston-spacious-1bd-apt-in-rogers/6812288526.html,-87.693458,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6812288526,$1450,Spacious 1BD Apt in Rogers Park w/ In-unit laundry and dishwasher!
,1Ba,1BR,41.941832,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-gut-rehabbed-1-bedroom/6828580236.html,-87.655454,,Feb 26,6828580236,$1650,AWESOME GUT REHABBED 1 BEDROOM IN LAKEVIEW WITH ENCLOSED FRONT PORCH!!
,,800,41.939031,https://chicago.craigslist.org/chc/apa/d/chicago-clean-1-bedroom-heat-gas/6825136814.html,-87.721757,,Feb 26,6825136814,$1000,CLEAN 1 BEDROOM HEAT & GAS INCLUDED
500,1Ba,0BR,41.967231,https://chicago.craigslist.org/chc/apa/d/chicago-upscale-studio-1-bath-in/6825111021.html,-87.671256,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825111021,$970,"Upscale Studio, 1 Bath in Ravenswood, Available: Now"
,,800,41.937831,https://chicago.craigslist.org/chc/apa/d/chicago-clean-1-bedroom-heat-gas/6825065669.html,-87.721857,,Feb 26,6825065669,$1000,★ Clean 1 Bedroom Heat & Gas Included Access to CTA Blue Line
,0Ba,1BR,41.998231,https://chicago.craigslist.org/chc/apa/d/chicago-charming-1bd-apt-in-rogers-park/6808670206.html,-87.660956,,Feb 26,6808670206,$950,Charming 1BD Apt in Rogers Park w/ Heat  Cooking Gas Incl. Near Red Line and Lak
,,800,41.936831,https://chicago.craigslist.org/chc/apa/d/chicago-super-attractive-avondale-1-bed/6825061145.html,-87.720457,,Feb 26,6825061145,$1000,Super Attractive Avondale 1 Bed Minutes to Everything!
,,,41.881832,https://chicago.craigslist.org/chc/apa/d/chicago-fancy-studio-with-view/6828580597.html,-87.641252,,Feb 26,6828580597,$1495,Fancy STUDIO with a VIEW!
850,1Ba,1BR,41.975631,https://chicago.craigslist.org/chc/apa/d/chicago-luxurious-pet-friendly-1/6824414643.html,-87.655255,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6824414643,$1425,★ Luxurious Pet Friendly 1 bedroom Steps from Lake
510,1Ba,1BR,41.926732,https://chicago.craigslist.org/chc/apa/d/chicago-charming-lincoln-park/6828580721.html,-87.646554,"available apr 1,cats are OK - purrr,apartment",Feb 26,6828580721,$1175,Charming Lincoln Park CONVERTIBLE STUDIO! Lr/Dr and free heat*4/1
1000,1Ba,1BR,41.970831,https://chicago.craigslist.org/chc/apa/d/chicago-large-lincoln-square-pet/6824398302.html,-87.695257,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6824398302,$1300,"★ Large Lincoln Square Pet Friendly 1 Bedroom, Steps to CTA Brown"
,1Ba,1BR,41.984631,https://chicago.craigslist.org/chc/apa/d/chicago-bright-1bd-apt-in-edgewater/6820481663.html,-87.661656,,Feb 26,6820481663,$950,Bright 1BD Apt in Edgewater w/ Built-in Storage. Near Red Line and Lake Michigan
500,1Ba,0BR,41.932832,https://chicago.craigslist.org/chc/apa/d/chicago-hypnotic-studio-1-bath-in/6825111523.html,-87.646854,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825111523,$970,"Hypnotic Studio, 1 Bath in Lakeview, Available: Now"
,1Ba,0BR,41.984631,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-studio-apt-in-edgewater/6820482239.html,-87.661656,,Feb 26,6820482239,$875,Sunny Studio Apt in Edgewater w/ Walk-in Closet. Near Red Line!
,1Ba,1BR,41.899205,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-gut-rehab-1-bed-deck/6828581175.html,-87.705844,,Feb 26,6828581175,$1195,"Brand new gut rehab 1 bed! Deck, parking, new apps, pets okay!"
,1Ba,0BR,42.007933,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-studio-in-rogers-park/6820482850.html,-87.668245,,Feb 26,6820482850,$850,Renovated Studio in Rogers Park w/ No Sec Dep Close to Red Line!
500,1Ba,0BR,41.923832,https://chicago.craigslist.org/chc/apa/d/chicago-dog-friendly-studio-1-bath-in/6825110473.html,-87.639453,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,street parking",Feb 26,6825110473,$965,"Dog Friendly Studio, 1 Bath in Lincoln Park, Available: 3/1/2019"
,1Ba,2BR,41.954432,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-2-bedroom-apartment/6825744598.html,-87.666055,,Feb 26,6825744598,$1770,Beautiful 2 Bedroom Apartment in Prime Lakeview Location - Don't Miss
