Date,title,bedrooms,price,neighborhood,has_map,has_pics
Feb 10,SPACIOUS  UPDATED 1 BEDROOM,"
                    2br -
                    1600ft",$1040, (WHEATON),map,"
                "
Feb 10,"Quality 2 Bedroom, 2 Bath in Roscoe Village, Available: Now"," -
                ",$2400, (Damen & School),map,"
                    pic
                    "
Feb 10,"Heat included, 2 bed in Ravenswood! Dishwasher and near brown line","
                    2br -
                ",$1725, (Ravenswood),map,"
                "
Feb 10,"Prime Andersonville location, pet friendly!","
                    2br -
                ",$1700, (Andersonville),map,"
                    pic
                    "
Feb 10,Studio in Radiator Heat Building - Free Heat!,"
                    2br -
                    1350ft",$970, (Ravenswood),map,"
                "
Feb 10,"Prime 2 Bedroom, 2 Bath in Bucktown, Available: Now"," -
                ",$2600, (North & Paulina),map,"
                    pic
                    "
Feb 10,Brand new rehab just off Kedzie brown line,"
                    2br -
                ",$1600, (Albany Park),map,"
                "
Feb 10,Brand new rehab just off Kedzie brown line,"
                    2br -
                ",$1600, (Albany Park),map,"
                    pic
                    "
Feb 10,Brand new rehab just off Kedzie brown line,"
                    2br -
                ",$1600, (Albany Park),map,"
                "
Feb 10,"Beautiful renovated 2 bed/2bath Old Town, Pet Friendly!  MOVE IN ASAP!","
                    2br -
                ",$2275, (Old Town),map,"
                    pic
                    "
Feb 10,"Prime 2 Bedroom, 2 Bath in Bucktown, Available: Now","
                    2br -
                    1350ft",$2600, (North & Paulina),map,"
                "
Feb 10,"4 bed, 3 bath in Lakeview East"," -
                ",$3795, (Lakeview),map,"
                    "
Feb 10,"4 bed, 3 bath in Lakeview East w/ Private Deck","
                    4br -
                ",$3795, (Lakeview),map,"
                "
Feb 10,Huge 2 bed~tons of storage~exposed brick~Fireplace~Shared Patio,"
                    4br -
                ",$1620, (Lakeview East),map,"
                    "
Feb 10,Condo quality 2 bed 2/bath with gas fireplace in elevator building!,"
                    2br -
                ",$3000, (Lincoln Park),map,"
                "
Feb 10,Parking included and central AC,"
                    2br -
                ",$1400, (Bucktown),map,"
                    pic
                    "
Feb 10,"Beautiful Reno 3 bed with In Unit, SSApp and DW,","
                    2br -
                ",$2095, (Lakeview East),map,"
                "
Feb 10,Renovated 1-bed in Lincoln Park Inc Heat&CG ACTUAL PICS!,"
                    3br -
                ",$1620, (Lincoln Park),map,"
                    "
Feb 10,"Appealing 2 Bedroom, 1 Bath in Roscoe Village, Available: Now","
                    1br -
                ",$1525, (Henderson & Damen),map,"
                "
Feb 10,SPACIOUS 2 BDRM WITH OPEN FLOOR PLAN,"
                    2br -
                    1000ft",$980, (Evergreen Park),map,"
                    "
Feb 10,"Best of Loyola's Lake Shore Campus/2,3,4 Bedrooms from $1410-$2080"," -
                ",$2160, (LOYOLA CAMPUS),map,"
                "
Feb 10,Gut Rehab W/In Unit Laundry! No Breed Restrictions! Great Location!,"
                    2br -
                    900ft",$1725, (Lincoln Square),map,"
                    pic
                    "
Feb 10,Steps To The Loyola Redline! Heat & Cooking Gas Included! Ready!," -
                ",$775, (East Rogers Park),map,"
                "
Feb 10,Renovated 1-bed in Lincoln Park~Heat  Gas Inc ~ B-Line,"
                    4br -
                    1150ft",$1620, (Lincoln Park),map,"
                    pic
                    "
Feb 10,HUGE  Wrigley Apt W/HWF Near Red Line Pets OK," -
                ",$1550, (Wrigleyville),map,"
                "
Feb 10,Small 2bd W/Easy Walk To The Brownline! Small Dog Ok!,"
                    1br -
                ",$1200, (Lakeview),map,"
                    pic
                    "
Feb 10,Massive 1bd/1bd W/Formal Dining Room! Heat Included! Nice Kitchen!,"
                    1br -
                ",$1050, (North Park),map,"
                "
Feb 10,Massive 2bd/1ba W/Heat Included! 1Block To The Brownline! Charming Apt,"
                    2br -
                ",$1600, (Ravenswood),map,"
                    pic
                    "
Feb 10,Rehabbed 1bd/1ba! Elevator Building W/Indoor Parking Available! Ready!,"
                    2br -
                ",$1375, (Edgewater),map,"
                "
Feb 10,"Renovated Lakeview 2 Bed, Close to Wellington Line, SS Apps, DW, HWF,","
                    1br -
                ",$1720, (Lakeview),map,"
                    pic
                    "
Feb 10,"Ravenswood studio w Heat and CG inc, Damen and Metra 10 mins","
                    2br -
                ",$970, (Ravenswood),map,"
                "
Feb 10,Large Lakeview Apt W/HWF Near Red line..Sheridan Red Line,"
                    1br -
                ",$1295, (Lakeview),map,"
                    pic
                    "
Feb 10,NEW~ Reno Lincoln Park Studio w/ W/D~ 1 MONTH FREE~PETS OK!,"
                    2br -
                ",$1238, (Lakeview),map,"
                "
Feb 10,2 bed in Lakeview ~Red line ~ Central AC~Cats OK,"
                    1br -
                ",$1775, (Lakeview),map,"
                    pic
                    "
Feb 10,Reno 1 bed just steps to the Lake & R-Line W/D,"
                    2br -
                ",$1495, (Lakeview East),map,"
                "
Feb 10,HUGE 3 bed 2 bath duplex - steps to Division Train Stop,"
                    1br -
                ",$2700, (Wicker Park),map,"
                    pic
                    "
Feb 10,NEW~Reno Lincoln Park Stunning Studio~In Unit~1 Month Free!,"
                    3br -
                ",$1238, (Lakeview),map,"
                "
Feb 10,NEW!! NEW! NEW!~Reno Lincoln Park 1 Bed~W/D~HWF~DW~Pets OK~Must See!,"
                    1br -
                ",$1535, (Lincoln Park),map,"
                    pic
                    "
Feb 10,Vintage 1 bed just off of Addison Red Line in Wrigley,"
                    1br -
                ",$1250, (Wrigleyville),map,"
                "
Feb 10,"Brand new renovation in E.Lakeview. MUST SEE, 1 Month rent FREE!","
                    1br -
                ",$1535, (Lakeview),map,"
                    pic
                    "
Feb 10,"Exceptional 2 Bedroom, 1 Bath in Bucktown, Available: 4/10/2019","
                    2br -
                    1200ft",$1695, (Wilmot & Armitage),map,"
                "
Feb 10,Renovated 1 bed just steps to the Lake w/IN Unit," -
                ",$1495, (Lakeview East),map,"
                    pic
                    "
Feb 10,Pet friendly in River North and Bike storage!,"
                    1br -
                ",$2128, (River North),map,"
                "
Feb 10,"Large, pet friendly 1 bed~ HWF~DW~Addison Red Line","
                    1br -
                ",$1455, (Lakeview East),map,"
                    pic
                    "
Feb 10,"Exceptional 2 Bedroom, 1 Bath in Bucktown, Available: 4/10/2019","
                    1br -
                ",$1695, (Wilmot & Armitage),map,"
                "
Feb 10,Updated apartment in Wrigleyville~Card Laundry~Addison Line,"
                    2br -
                    1200ft",$1395, (Wrigleyville),map,"
                    "
Feb 10,1 MONTH FREE~ Renovated Lincoln Park Studio ~ In Unit Laundry~MUST SEE," -
                ",$1215, (Lakeview),map,"
                "
Feb 10,Renovated Jr. 1-bed in Lincoln Park~Heat & Gas Inc~ MUST SEE!,"
                    1br -
                ",$1430, (Lincoln Park),map,"
                    "
Feb 10,UPDATED 2 BDRM  APARTMENT,"
                    2br -
                    800ft",$935, (Evergreen Park),map,"
                "
Feb 10,"2 Bedroom, 1.5 Bath in Wicker Park, Available: Now"," -
                ",$2450, (Division & Wood),map,"
                    pic
                    "
Feb 10,"Brilliant 1 Bedroom, 1 Bath in Lincoln Park, Available: 2/1/2019","
                    2br -
                    2500ft",$1450, (Orleans & Armitage),map,"
                "
Feb 10,Large Renovated one bedroom in East Lakeview!," -
                ",$1615, (Lakeview East),map,"
                    pic
                    "
Feb 10,"Renovated Studio near the lake, SS APPS, DW  R Line","
                    1br -
                    800ft",$1195, (Lakeview East),map,"
                "
Feb 10,Updated 2 bed/2Bath in East Lakeview Pets OK," -
                ",$1938, (Lakeview East),map,"
                    pic
                    "
Feb 10,"Large one bedroom, great Lakview Location!","
                    1br -
                ",$1217, (Lakeview),map,"
                "
Feb 10,Beautiful renovated 2 bed/2baths ~Parking~Central AC,"
                    2br -
                ",$2275, (Old Town),map,"
                    "
Feb 10,Great location - studio in the Gold Coast ~ Heat & CG Inc,"
                    1br -
                ",$1240, (Gold Coast),map,"
                "
Feb 10,"Large, pet friendly 1 bed~ HWF~DW~Addison R-Line","
                    2br -
                ",$1455, (Lakeview East),map,"
                    pic
                    "
Feb 10,Gracious Building Reminiscent of Chicago's golden age,"
                    1br -
                ",$1415, (Loyola Campus),map,"
                "
Feb 10,"Awesome 2 Bedroom, 1 Bath in Wicker Park, Available: Now","
                    2br -
                ",$2375, (Elk Grove & North),map,"
                    pic
                    "
Feb 10,"Large, pet friendly 1 bed HWF","
                    2br -
                    1000ft",$1455, (Lakeview East),map,"
                "
Feb 10,"Lincoln Park studio, close to Diversey Line (Actual pics) 1 MONTH FREE"," -
                ",$1238, (Lakeview),map,"
                    pic
                    "
Feb 10,"Lincoln Park studio w  HWF, close to Diversey Line","
                    1br -
                ",$1110, (Lincoln Park),map,"
                "
Feb 10,"Great location -  renovated studio in the Gold Coast, Heat  CG INC","
                    1br -
                ",$1125, (Gold Coast),map,"
                    pic
                    "
Feb 10,"Studio in ELakeview Massive Closets, Wellington Line","
                    1br -
                ",$1035, (Lakeview East),map,"
                "
Feb 10,Looking for VERY Rural,"
                    3br -
                ",$500, (In the country),map,"
                    pic
                    "
Feb 10,Beautiful apartment in Gold Coast W/ Parking..,"
                    2br -
                    800ft",$1695, (Gold Coast),map,"
                "
Feb 10,Large 1 bed in West Lakeview by Wellington Line," -
                ",$1480, (Lakeview),map,"
                    pic
                    "
Feb 10,"3 bed Lincoln Park w Central A/C, Close to Diversey Line","
                    1br -
                ",$1995, (Lincoln Park),map,"
                "
Feb 10,"Amazing 2 Bedroom, 1 Bath in Bridgeport, Available: Now","
                    1br -
                ",$1350, (Emerald & 32nd Street),map,"
                    pic
                    "
Feb 10,BEAUTIFUL NEW Reno Lakeview Studio ~1 MONTH FREE~HWF~DW~PETS OK~,"
                    2br -
                ",$1238, (Lakeview),map,"
                "
Feb 10,NEW!! NEW! NEW!~Reno Lincoln Park 1 Bed~W/D~HWF~DW~Pets OK~Must See!,"
                    1br -
                    700ft",$1535, (Lakeview),map,"
                    pic
                    "
Feb 10,Great location~1 bed in E. Lakeview~Pets OK~HWF~DW," -
                ",$1375, (Lakeview East),map,"
                "
Feb 10,Updated 2 bed on Southport in Lincoln Park,"
                    3br -
                    1600ft",$1550, (Lincoln Park),map,"
                    pic
                    "
Feb 10,SPACIOUS  1 BEDROOM," -
                ",$835, (Evergreen Park),map,"
                "
Feb 10,"Amazing 3 Bedroom, 2 Bath in Bucktown, Available: 4/1/2019","
                    2br -
                ",$1935, (Wabansia & Ashland),map,"
                    pic
                    "
Feb 10,2 bed/1.5 bath right off the lakefront,"
                    1br -
                ",$1695, (Lakeview East),map,"
                "
Feb 10,"Great STUDIO in East Lakeview, right off the lake","
                    2br -
                ",$1050, (Lakeview East),map,"
                    pic
                    "
Feb 10,Beautiful Wrigleyville Apt Near R-B-P Line (Actual Pics),"
                    1br -
                ",$1350, (Wrigleyville),map,"
                "
Feb 10,Modern rehab in Ravenswood near the Metra and Marianos w Heat Inc,"
                    1br -
                    1000ft",$1595, (Ravenswood),map,"
                    pic
                    "
Feb 10,Renovated 1-bed in Lincoln Park Inc Heat&CG ACTUAL PICS!," -
                ",$1620, (Lincoln Park),map,"
                "
Feb 10,Renovated Jr. 1-bed in Lincoln Park~Heat & Gas Inc~ MUST SEE!,"
                    1br -
                ",$1430, (Lincoln Park),map,"
                    pic
                    "
Feb 10,"Dramatic 1 Bedroom, 1 Bath in Wrigleyville, Available: Now","
                    1br -
                ",$2100, (Bosworth & Addison),map,"
                "
Feb 10,"Renovated E. Lakeview 1 bed w SS Apps, DW, HWF, Roof Deck, Pets OK.","
                    1br -
                ",$1525, (Lakeview East),map,"
                    pic
                    "
Feb 10,Renovated Jr. 1-bed in Lincoln Park~Heat & Gas Inc~ MUST SEE!,"
                    1br -
                ",$1430, (Lincoln Park),map,"
                "
Feb 10,Vintage 1 bed just off of Addison Red Line in Wrigley,"
                    2br -
                ",$1220, (Wrigleyville),map,"
                    pic
                    "
Feb 10,✿ GORGEOUS Lakeview 1 bedroom - W/D IN UNIT - central air,"
                    3br -
                ",$1775, (Lakeview - Southport Corridor),map,"
                "
Feb 10,Renovated 1-bed in Lincoln Park Inc Heat&CG ACTUAL PICS!,"
                    2br -
                    800ft",$1620, (Lincoln Park),map,"
                    pic
                    "
Feb 10,HUGE  Wrigley Apt W/HWF Near Red Line Pets OK," -
                ",$1550, (Wrigleyville),map,"
                "
Feb 10,"Spacious, reno studio in North Center W AC(Actual pics)","
                    1br -
                ",$1150, (North Center),map,"
                    pic
                    "
Feb 10,"3 bed Lincoln Park w Central A/C, Close to Diversey Line","
                    3br -
                ",$1995, (Lincoln Park),map,"
                "
Feb 10,"Amazing 2 Bedroom, 1 Bath in Bridgeport, Available: Now","
                    2br -
                ",$1350, (Emerald & 32nd Street),map,"
                    pic
                    "
Feb 10,Lovely apartment near the Wellington Brown Line,"
                    2br -
                ",$1490, (Lakeview),map,"
                "
Feb 10,"IN LOYOLA'S LAKE SHORE CAMPUS ACROSS FROM GONZAGA HALL 2,3,4 BED AVAIL","
                    1br -
                    950ft",$1775, (Loyola Campus),map,"
                    pic
                    "
Feb 10,Great Logan Square Apt W/ HWF Near Blue Line," -
                ",$2350, (Logan Square),map,"
                "
Feb 10,"Large 2 bed in Lakeview, Reno, Updated Kitchen, Parking Avail, Deck","
                    1br -
                    1000ft",$1995, (Lakeview East),map,"
                    pic
                    "
Feb 10,Beautiful Reno Lincoln Park Studio w/ Laundry~1 MONTH FREE~PETS OK~," -
                ",$1238, (Lincoln Park),map,"
                "
Feb 10,"Spacious, reno studio in North Center W AC(Actual pics)","
                    2br -
                ",$1150, (North Center),map,"
                    pic
                    "
